	ABI1	AKT1	APPL1	ARAF	BCAR1	CAMK2A	CAV1	CAV2	CBL	CBLB	CDC42	CREB1	CRK	CSK	DNM1	DUSP1	EGF	EGFR	ELK1	EPN1	EPS15	EPS8	FOS	GAB1	GAB2	GJA1	GRB2	HRAS	JAK2	JUN	KRAS	KRT8	MAP2K1	MAP2K2	MAP2K3	MAP2K5	MAPK1	MAPK14	MAPK3	MAPK8	NCK1	PAK1	PIK3CA	PIK3CB	PIK3CD	PIK3R1	PLCG1	PRKCZ	PTK2B	PTPN11	PTPN6	RAB5A	RAC1	RAF1	RALB	RALBP1	RALGDS	SHC1	SOS1	SRC	VAV1	VAV2	VAV3	YWHAB	PDPK1	RHOA	MAP2K4	MAP2K6	P53	ERBB2	LIMK1	MAP2K7	MAP3K1	MAP3K4	NRAS	PIK3CG	PLD1	PLD2	RPS6KA3	MAP3K11	ERBB3	ERBB4	BRAF	CASP9	FOXO1A	GRB10	BAD	SMAD2	SH3KBP1	SPRY2	ARHGEF7	TNK2	SH3GL2	ERRFI1	PIK3R2	PLCG2	RASA1	RGS16	STAT1	STAT5B	USP6NL	MAPK7	PRKCG	SOS2	RIN1	STAT5A	KSR1	MAP3K2	MYC	PTPN5	PTPRR	RPS6KA1	SMAD3	SP1	DUSP4	DUSP6	WASL	PIK3R3	PXN	RALA	STAT3	PRKCE	GRB7	ARHGAP3	PRKCA	PRKCB1	PRKCI
Random406	35945.9	7061.79	50	75	50	5627.23	50	714017	42890.4	106096	471477	10746	14591.9	236586	1527.8	11873.6	24787.1	12918.6	16143.1	4475	1541.67	40814.3	363.667	740.722	70	583.305	132755	27452	96069.9	874.333	599943	50	77569.9	138570	191189	24936.3	75801.3	262159	39224.1	162311	33930.2	29264.9	213046	217202	45339.1	385255	57158.1	75	44586.4	267234	150033	3423.67	155887	14976.5	300709	142721	81567.6	13587.4	7500.15	294608	115993	19409.5	100	22440.3	12855.7	255928	333141	38588.2	75	83717.6	50	185921	2.30732e+06	33918.8	16597	138698	332580	2.4946e+06	4154.33	153699	199399	20198.7	18964	50	50	50	10554.5	50	106146	10765.4	125931	50	5811.2	50	23122.8	5693.22	116056	50	200	50	5286.35	2202.85	1146.98	8892.46	100	382936	6321.88	12493.2	100	150	133.333	50	50	50	209566	9986.63	40440.8	134267	339139	6229.99	50	19133.5	71044.9	100	575003	100	3.24952e+06	
Random407	20880.3	3760.8	50	1531.15	50	2.06458e+06	50	50	47905.5	10989	336229	1.94965e+06	57322.3	290492	4195.5	47442.7	231434	99308	393172	1932.75	694.25	56220	117.685	6007.03	70	570.542	857370	701321	1.8867e+06	136.389	630626	89507.3	3750.56	48288.1	12424.9	4023.71	203691	43871.7	200853	65646.1	73312.6	12266.3	129306	95735.4	101203	17880.7	15640.7	25376.2	277008	573408	234701	455234	4704.93	2925.52	3.64477e+06	353100	1.54094e+06	61083	7896.37	309372	75	92695.9	100	9904.61	5861.19	42117.4	17382.9	9946.64	75	166448	50	8580.63	88905.7	24740.6	619921	8089.11	52741.2	83729	7786.85	12213.6	45683.4	54299.7	1325.9	50	50	50	13065.5	40521	11039	75	76600.1	179365	16482	50	219665	50289.9	206956	50	1.86748e+06	50	28768.2	1992.5	3114	100	452944	2.15736e+06	100	2873.92	100	68425.9	103053	50	50	50	68525.9	19461.7	77013.1	99639.2	50	150	50	404.25	100	100	147880	98717.4	11836	
Random408	104912	48595.1	50	34558.8	50	56373.5	50	50	20413.1	91311.5	53569.3	44909	9917.15	113328	6766.4	81760.7	43599.2	23001.2	100	21807.8	7319.25	304102	851096	89526.4	70	51467.6	310473	86506.4	671796	420258	468214	50	20582.2	1.67017e+06	7166.9	18076.8	1.3836e+06	63879.6	1.30765e+06	562532	26063	37923.3	104270	101037	107383	155360	38219.4	90.75	31165.8	596625	133329	274535	11800.9	87749.6	4178.33	9923.67	100	68729.7	17657.1	173459	15954.2	205589	95162.9	120796	35014.7	347533	87451.3	15733.9	75	216871	50	66480.2	3.11e+06	45280.8	41860.4	68230.2	88970.6	466641	14125.6	16920.3	216878	39228.5	472.5	50	68121.6	50	62.5	7788	91361.5	75	34082.8	50	26765.6	50	32386.8	10379.1	119923	50	2.08591e+06	50	236786	187833	139411	100	124847	150	100	26746.5	100	347501	77398.7	50	50	50	537497	173444	24706.2	379230	50	5945.33	50	10100.7	124841	100	237343	547885	4221	
Random409	45073.2	69572.4	29343.1	30668.6	50	305679	50	50	78584.7	180830	571138	307065	153537	134204	160651	31816.4	678751	291839	100	30059.1	26029.1	88268.3	119.065	132672	6453.99	5620.09	263764	184574	61756.9	140.528	159628	98836.9	15198.6	189773	9606.41	30043.8	98282.4	41252.5	365392	21426.4	90812.8	5740.31	136313	102049	61982.2	120770	8456.2	75	24046.4	140783	248478	137380	173970	10869.6	60889.5	24433.5	14872.1	127937	6743.86	164475	75	1.39436e+06	100	110778	40476	572416	8543.29	10270.3	75	246913	50	4776.28	408751	8405.18	21501.1	26447.4	48341.3	205318	4865.25	6948.06	48816.4	42969.6	63919.5	50	76485.8	50	62.5	2040	242502	75	100	50	642303	50	10266.8	153951	209867	50	200	50	59345.8	11385.2	293530	50777.9	48838.5	185349	133023	23622.5	277608	98501.4	23713.1	50	50	97792.2	156543	12511.3	82585.4	264219	50	150	50	75	100	100	126838	100	100	
Random410	7464.31	207491	30343	63124.3	50	709002	50	50	18225.1	77998.3	556008	233047	4726.02	335546	5836.5	9133.23	5787.14	3017.55	100	46835.8	15661.9	8602.39	260.907	3092.76	70	45199.3	336715	5.47684e+06	599128	566.056	176259	50	7879.61	73370.9	9708.77	38138.4	58999.1	198192	21476	11027.6	14202.8	499968	322293	330142	58446.5	50471.1	22372.7	75	27576.9	339944	362253	30443	204066	3525.62	3826.33	7548.67	100	56145.3	1462.26	183119	75	125245	25765	7175.24	69258.2	90065	14383.7	52455.2	75	808506	50	50	120508	38883.1	116912	55896.9	28475.1	267144	2265.19	25336.6	4523.92	250751	5.48927e+06	365560	50	50	191119	160413	89702.7	5869.26	100	96830.4	23046	30885.8	50147.1	123333	50786.1	50	560885	50	1150.3	137088	77245.9	100	100	747955	100	34442.4	100	8555.17	5738.48	50	6717.95	50	305362	9165.58	11333.2	786808	50	3922.33	50	75	332719	100	53837.9	100	326807	
Random411	16493.9	56786.5	28192.8	78658.3	50	49898	50	50	265562	16710	602163	310551	779762	366652	13798.8	12432.4	2.39274e+06	998777	100	15156.2	14849.1	61757	2078.25	122945	7064.25	12099.7	725220	551718	13724.9	6018.08	137969	50	210443	18272.6	18999.5	972037	305073	252642	140295	29018.9	334182	22823.3	278621	265020	133064	155577	61531.8	1.93631e+06	83097	121157	608307	36568.2	34430.7	34121	2204.33	4016.67	100	510037	48592.2	464278	18951.9	953085	25296.2	29240.2	498372	1.06701e+06	108501	72338.4	75	113695	12597.2	50	347947	53560.8	137564	20787.3	220184	1.83942e+06	202899	55182.1	124621	47065.2	81271.3	136771	50	50	1477.21	16616	16760	75	260003	601763	100	50	54249.4	708551	935033	50	200	50	22869.7	45797.8	26650.3	318244	100	28849.8	395909	598789	100	95655.9	76805.2	50	50	230256	408925	37072.1	277946	628116	156402	2012.33	50	75	100	100	341843	100	100	
Random412	72711.3	32162.8	3.12446e+06	191353	50	324152	50	50	70477.6	35240.5	628145	20829.8	25965.5	600097	2115.9	29439.2	109169	57601.8	100	52778.2	17642.8	94394.1	501.083	50462.7	70	27212.7	1.35813e+06	460397	3.02107e+06	1286.58	317238	50	512429	22153.7	18189.9	108069	455005	29602.5	367003	114442	250775	20067.4	801488	787477	711778	952519	202520	11668.3	112217	1.36111e+06	431531	3.12456e+06	240605	87264.3	222008	80275.5	47327.7	442586	11813.3	580880	75	2.06436e+06	100	101755	16531.7	755581	86176	5089.38	75	80206.9	50	116294	763512	17836.7	409721	65720.6	293899	229898	12875.8	22164	1.89142e+06	43302.1	174600	50	50	167712	62.5	108034	49618.5	3140.62	17995.1	50	8163.6	50	8484.06	2062.41	1.14416e+06	50	3.77352e+06	50	19959.3	104803	58323.8	100	105238	2.68752e+06	100	119219	100	36826	347560	50	50	50	66528.6	56955	170958	2.72686e+06	50	150	50	38412	10441.6	100	767874	419609	135173	
Random413	2165.13	45232.1	50	23198.1	50	267470	50	50	43237.4	7696.28	188422	14097.6	13431.4	42548	4465	157407	59293.5	31012.8	100	368614	290811	9516.96	1337.82	1602.02	94.3586	2117.17	248020	85694.2	635.5	3796.81	104812	50	59736.2	186779	33875.7	7882	4.39537e+06	174723	270539	148651	9871.93	150059	55247	90406	55020	187852	8987.86	75	119538	538448	262252	252265	45046.1	5616.15	654180	819896	100	32972	1559.67	451893	75	59179.9	13370.2	10789.6	23003.6	49224.8	38642.7	39427.5	75	237193	331541	14591.5	218847	206512	140909	4709.33	12452.1	127527	5147.04	28549.7	63839	38065	21486.8	85048.9	50	50	62.5	89140	27001.7	3558.3	100	50	17560	50	13208.7	14783	36575	50	2041	50	7066.48	6944.89	140818	100	279236	501	100	3966	100	1.67907e+06	1.41749e+06	50	50	50	2.58251e+06	1.28446e+06	6784.29	59807.8	344487	165916	1.33205e+06	5408.04	116904	100	30959.2	100	100	
Random414	835.658	80040.2	1.53542e+06	11806.1	50	25687.3	589412	50	40497.2	35148.5	774661	25154	89544.4	934172	8296.9	12890.5	112093	57950.4	100	2862.25	1004.08	69008.4	115.62	6238.91	6744.06	28250.9	292159	54677.6	11799.9	130.194	66710.6	50	15680.6	10690.4	24420.3	93165.8	161078	160852	71358.5	961227	234079	22681.4	1.41034e+06	150	372756	277574	513.503	75	85073.8	19631	269051	1.53552e+06	179678	4119.7	14532	255940	100	38994.4	1038.6	406330	75	129135	100	9438.6	144267	129390	1.68303e+06	15191.5	75	299825	49369.8	50	343261	145531	57590.6	150	56031.6	466207	661.442	1.2713e+06	195005	69320.4	10932.3	50	159564	50	8212.47	420	53913.5	75	100	50	32887.6	50	223200	516961	190695	50	47049.6	50	64684.1	147256	22099.3	934338	100	150	100	127007	100	74863	16714.9	50	50	50	915046	17532	548132	771426	50	241608	50	518330	100	100	85673.5	100	100	
Random415	11598.7	12353.4	324866	22287	50	15110	50	50	24295	1.06906e+06	470919	171575	7683.58	110387	2256.8	5314.39	31483.1	13767.7	100	159695	113681	11457.9	428.009	1268.68	70	1044.58	350810	369163	1199	1067.36	401567	50	158218	15339.4	3216.39	159331	142170	11128.7	68099.5	77336.8	19865.6	693071	153110	152728	161157	41450.6	21251.8	75	28990.4	324591	181426	324966	235854	22259.3	1610.8	2297.2	849.467	51571.7	15402.6	113597	75	7740.72	100	26450.8	56238.4	184840	98676.9	3884.31	11878	322607	1.37531e+06	165.556	85209	5632.04	274122	81440.5	27804	170477	122983	4061.56	23886.2	137706	831178	50	50	1165.28	62.5	5020	1.06911e+06	2516.2	132298	50	8727.2	50	391685	7337.1	13791.3	50	4646	50	50	3821.66	2295.81	156163	10700.2	150	5891.53	150780	100	12377	20404.6	50	50	50	80678.5	15626.2	78116.5	132132	457461	3134.8	50	75	100	100	51531.5	100	229761	
Random416	314363	15929	37247.3	1.93939e+06	50	58775	50	50	97856.5	181004	810015	160785	70717	562601	856.5	206191	309553	163371	100	99.75	83.25	484006	3020.21	48546.6	70	9356.54	861281	1.03444e+06	1802.69	8843.97	1.01923e+06	50	3.9394e+06	70525.9	15844.5	55547.6	3.34297e+06	141497	2.20839e+06	91851.9	1.34128e+06	206252	151714	157050	177390	449023	1.54715e+06	1.15068e+06	122192	63307.7	651809	183149	267257	652766	141927	214999	100	70420.6	615109	824338	75	75153.7	1.62731e+06	578248	294696	1.09345e+06	26884.2	126477	75	964608	50	8238.53	4.85433e+06	182331	2.26159e+06	64574.1	229875	1.02336e+06	106976	86304.2	195915	207766	2.02932e+06	50	50	50	62.5	19575	181054	75	37784.9	50	3126	50	13111.3	103945	90456.2	50	985.875	50	155999	42607.8	13381.4	382287	100	6224.88	222795	48314.6	100	693396	132734	50	50	50	1.31097e+06	418232	5.01863e+06	62055.4	50	73272.7	2.25283e+06	75	100	100	524787	100	100	
Random417	376.98	3719.97	50	3491.41	50	744757	50	50	126608	75	30530	658341	15214.9	199661	20099.8	4364.27	66875.9	33719.5	100	8965.5	3038.5	5887.47	327.454	3233.82	70	80284.8	515141	49806.7	1.23946e+06	765.694	36536.7	84378.5	4980.87	33970.7	7269.22	8397.53	103968	30206.7	32008.8	142336	10001.6	22658.1	805324	150	100	117688	2028.01	25596.1	58588.3	399734	184546	18003.5	13395.4	6519.52	36595.2	28795.8	89925.3	21912.9	562.666	200619	94285.5	154395	1.04516e+06	46334.6	34972.3	1.74449e+06	23770.5	6183.23	75	242649	10811.6	56979.3	167179	7628.49	33330.3	150	184949	17309	16211.6	6354.4	40620.4	57300.3	17975.8	4982.32	50	50	2037.26	37507	32542.5	112809	225061	50	80099.2	50	99395	15289.6	29044.2	50	1.22734e+06	50	10619.7	209984	129569	100	4566.59	1.46441e+06	310.433	7915.56	100	16430.6	96003.4	50	50	50	206003	12088.7	14222.5	266796	50	183393	50	6709.07	511227	100	572791	100	161034	
Random418	2805.61	17186.6	50	14385.7	50	2.90758e+06	50	50	16515.3	9657.88	106463	56324.8	45977.4	48315.2	14788.1	35277.3	198827	103590	100	47950.1	18764.6	101799	1529.25	4768.53	70	14428.8	100475	151665	109496	4371.08	173280	50	62623.1	38865	21668.4	42848.5	924961	159957	30551.1	71085.3	20138.4	7749.13	407895	150	100	93724.1	29793.9	29844.9	8907.61	42305.3	194926	593759	34468.3	9913.99	168877	58378.5	36916.3	75741.2	4508.26	57679.3	172085	85386.9	100	8114.54	22015.1	132697	19652.6	256564	75	497724	50	11753.5	177211	289900	357688	150	195547	81054	27674.9	164786	120568	80277.6	18422.4	50	34123.1	50	5473.36	969176	12701.1	75	4255.53	50	58852.4	50	56425.5	1.03161e+06	58850.3	50	273015	59104.4	126383	73551.3	22699	100	593998	18105.4	100	30200.9	100	301695	47099.7	50	50	820489	420765	94779.1	14755.4	300995	50	150	50	17066.5	307874	100	520837	168969	77752	
Random419	120956	5307.97	3895	7586.33	50	224953	50	50	97219.5	75	243220	67109	6763.59	50	68729	27753.9	28159.4	14721.9	1.05385e+06	3475.5	1208.5	104801	120.065	2781.87	15718.5	4496.39	382834	141585	26898.1	143.528	62103.9	281647	11239.3	217256	35979.9	18437.6	489788	125310	450001	155240	57637.9	165086	943661	184972	671492	390592	226901	13692	648127	460141	2.10504e+06	3995	80963.8	2083.92	48258	17790	11807.3	252659	24328.5	664799	75	720379	7214.9	87823.4	43837	462290	32524.3	49723.1	75	3.3758e+06	194722	35887.2	552563	48677.6	79712.9	6658.49	32461.6	203848	13656.3	108933	29540.2	1.01527e+06	56044.4	50	50	50	62.5	56458	46424.1	43153.6	9248.53	50	32590.9	50	307865	1.18782e+06	261605	50	88864.7	50	50	10953.2	15875.2	60517.1	100	150	100	18824.8	100	173522	56843.6	50	50	50	423215	61275.4	39007.6	1.55676e+06	50	4854	50	181559	2.47403e+06	100	74053	100	100	
Random420	68351.3	291515	1398	235.75	50	628030	50	50	156264	36329.3	585258	609748	91904.5	127290	86920.8	20285.9	83848.5	44173.8	100	24994.5	8381.5	61721.2	67138.8	3217.37	70	1426.67	164310	532359	21336.9	502511	694638	50	30781.6	130135	65687.7	104939	612894	79014.9	43060	545111	48051.7	220195	1.40033e+06	150	100	153586	1331.73	75	84772.4	21276	115096	13457	1.87871e+06	428392	1.49454e+06	298264	509710	42919.5	5620.59	157797	10758.5	219025	62840	3.25954e+06	106977	200	101350	12008.9	75	81004.3	50	75206.2	46772.9	8921.28	642219	150	399007	2.89505e+06	5264.42	116083	130206	32460.4	1.58192e+06	50	50	50	62.5	8937	119182	170511	61578.3	464223	347383	50	261807	19000.2	125754	50	200	50	4433.5	5120	3290	187377	1696	85147.6	100	104710	100	204620	45576.3	50	50	50	448100	60444.5	32348.3	375151	50	150	50	75	102134	2.09683e+06	687741	100	3.80294e+06	
Random421	7717.98	908246	50	131589	50	279524	50	50	78685.8	49197.5	155602	27012.2	473491	285586	140427	6251.83	237678	125429	100	178157	59435.6	113794	1055.94	6185.28	70	1527.93	463329	149829	77097	2951.14	2.94115e+06	50	26845.7	2865.71	12340	8081.57	26214.9	124070	37806.4	165036	19966.5	9170.26	150	296561	100	67572.7	22162.1	94832.4	99328.6	247089	494960	254791	1.61347e+06	22526.7	476563	100	291131	50270.5	8855.59	577870	2714.5	323928	24047	506838	549043	80144	155347	22503.3	75	631301	50	4666.32	54598.8	123462	400	633408	57525.6	359347	15367.4	15183.3	6850.45	141277	418997	50	50	50	828.149	93158	49247.5	75	249465	155202	561408	50	145825	133034	80796.5	50	115015	50	231242	5943.02	3074.57	1.43016e+06	33198.3	113579	100	9789.63	100	21346.7	6946.26	50	50	50	385255	3885.42	24962.8	488032	50	64371.6	50	75	275683	1.06211e+06	153397	100	246138	
Random422	9161.33	46131.9	50	125233	50	65425.5	50	74978.2	47478.3	153114	844546	64373	53244.1	482038	1045	65937.8	57839.7	29412.3	100	239.5	129.833	15019.1	2335.67	8801.44	70	7366.77	712270	125238	128024	7751.25	290925	50	33251.1	48282.8	3016.92	31524.3	434619	25340.4	737865	63285.4	24834	812364	440673	150	100	198998	6691.76	167242	105329	325039	231994	16174.9	363259	7374.73	173267	363506	4452.46	42771.8	3934.93	338374	75	19096.2	100	43390	43925.8	163063	154702	23065.3	75	145173	216603	5847.43	131411	285275	262340	38051.7	178594	160816	3189.02	8342.9	40261.5	32016	273115	50	50	50	268172	1373	153164	5555.45	112379	50	3880	50	44168.2	13128.4	31177	50	200	50	4277.47	15307.5	110995	1.22658e+06	27152.8	511897	100	15787.2	100	81831.4	1.22343e+06	50	50	50	81931.4	57687	76870.3	88686.1	579022	190439	50	75	57783.8	100	458986	100	130551	
Random423	50	601178	322054	15882.8	50	46614.5	50	50	880986	2.27784e+07	284042	2623	36966.3	351038	16765.4	30314.8	135454	70358.7	100	7194.65	10831.8	46234.4	606.944	3762.35	6651.42	87518	359496	138257	29359.8	1604.17	141109	1.22862e+06	22438.4	55003.3	38156.9	15301.5	942372	524562	38165.6	445588	403068	8962.35	19916.7	177076	396592	133665	16051.5	1256	65756.9	639163	324306	763544	71826.7	8527.08	150	94294	324307	62034.3	2508.02	441190	470698	70832.3	100	53827.7	346189	716477	79754.6	111955	75	193662	50	79244.8	92988.3	96772.2	112454	1688.73	4055	1.85349e+06	1476.85	41421.6	139327	32369.5	14660.3	50	349568	50	62.5	15217	2.45859e+07	596535	182236	50	100	50	79976	30746.5	64100	50	25303	50	161303	438050	83768.4	65708.2	130826	41329	100	29131.9	100	343074	76249.2	50	50	981368	1.03564e+06	89518	1.53e+06	241889	1.47738e+06	788650	50	148060	82464.6	100	523605	429291	618186	
Random424	150867	45838.3	1.93701e+06	302432	50	516695	50	50	85971.6	155447	338287	1.84318e+06	3837.43	642622	9205.3	111062	80879.5	37756.5	100	478792	174704	162318	185.639	13660.1	70	15094.5	125949	684332	4926.5	340.25	83722.3	50	65425.8	122546	63175.1	188785	309764	468582	1.31317e+06	1.33226e+06	60528.4	124307	150	81805.2	949065	260047	44181.3	75	198526	24969.7	372560	1.93711e+06	81001.6	11959.4	56294.7	128966	100	20312.5	221766	573495	75	18469.9	85347	158336	981888	85447	2.28691e+06	61492.7	1.08094e+06	153841	260941	50	884615	882256	280013	150	58435.3	195467	1.5216e+06	349301	50886	38509.9	73418.1	132512	50	50	62.5	172215	177792	20340	17515.4	50	36521.2	50	230209	165523	154977	50	10763	50	8285.52	49049.1	85924.7	100	32703.2	8943	100	362906	100	657482	146200	50	50	50	803984	40591.9	40857.6	60301.7	50	72871.7	50	7675.42	45078.9	100	148009	100	221042	
Random425	379961	107969	641418	5615.19	50	791780	50	50	12442.3	5523.93	647230	486030	11441.9	85289.4	66064.8	15650.3	48558.7	25139.9	100	1.09872e+06	396324	708470	4071.38	1539.33	858410	2567.59	658283	38151.1	36001.8	9230.42	38872.1	50	24135.4	69809.5	35631	2.06912e+06	266484	110741	242346	50242.3	93697.5	2267.37	49209.2	57270.2	63718.2	105042	27467.7	67259.2	23708.7	399107	106085	641518	160716	4268.5	58458	116112	100	39396.4	89491.3	109495	18368.1	194199	100	5416.04	196347	212060	223223	116443	58404.1	174221	6429.04	7637.36	226103	1.14724e+06	117364	3711.18	312824	330464	348888	78969.4	28237	54630.5	5215.19	50	50	50	62.5	263910	11712.1	75	100	50	263959	50	33974	11068.9	44905.5	50	200	50	236907	12981.2	2274.32	100	505.72	143807	100	1.26431e+06	100	117160	27924.6	50	50	50	117260	34788	262104	23714.5	50	57854	50	75	100	100	1.2777e+06	100	169286	
Random426	9747.64	17561.3	32303.2	3518.53	50	349537	50	50	107258	3.17786e+06	1.03881e+06	326375	70453.3	259013	209127	95711.6	311375	164054	100	2.94347e+06	2.16027e+06	14382.5	301.981	77329.4	70	136.177	1.02733e+06	703858	10579.2	689.278	560960	50	21109.9	1.42255e+06	24010.3	26936.4	1.177e+06	390797	202736	36238.8	80659.4	790649	427027	150	3.89989e+06	642520	6649.8	75	53221.8	60132	223791	62409.8	447284	168837	3.38952e+06	338808	1.43824e+06	415529	5641.52	325511	75	70612.7	100	236017	1.58313e+06	245163	25355.8	339290	75	144882	417592	50	2.13881e+06	355114	276037	150	462074	5.6272e+06	8272.7	147414	253521	145047	29793	50	50	50	69398.6	10285	3.38806e+06	75	122582	50	836207	50	1.19377e+06	74889.3	116558	50	200	50	14049.7	334.681	332.383	100	5508.05	42116.8	100	32193.2	100	244845	55233.3	50	50	50	585682	127757	266553	429173	50	150	50	5.46061e+06	100	100	696400	100	100	
Random427	676.442	121533	539511	56596	50	337050	50	50	51275.7	448136	42858.7	223362	56347	291350	125372	151998	219723	103692	100	31631.6	23126.6	2437.53	958.111	8301.57	12492	4721.27	397608	178931	173849	2657.67	170646	50	122933	42898.6	392855	2980	91424.3	1.03325e+06	853372	136902	182942	38050.6	491602	1.34955e+06	231359	3989.33	18222.4	75	662828	209126	420346	631941	1.08406e+06	18455.5	10414.2	18699.8	470.533	111448	2372.31	373245	201849	69542.5	370902	17943.6	56590.8	60287.7	6539.41	376517	75	790521	7322.19	309940	386290	387482	218374	51342.1	2712.34	13925.2	3762.84	1.00037e+06	386595	171045	155336	50	50	50	3215.53	40852	448186	75	20979.7	50	501189	50	176660	1.26646e+06	279235	50	200	50	581.442	16295.9	21964.8	125690	170487	554930	100	1515	100	470563	64118.9	50	50	50	1.74245e+06	16298.8	381769	2.10203e+06	50	9597.2	50	4459.94	49133.3	100	5421.63	100	100	
Random428	3859.05	48907.8	81252.6	872.75	50	2.42526e+07	50	50	63128.2	75	436885	121787	9045.63	50	22124.5	126061	38343.1	20103.4	158609	126372	100871	18954.7	120.139	72619.2	18847.2	120152	592161	346693	68596.7	143.75	760130	50	23732.3	39190.3	34587.5	7400	551427	66869	169396	38344	225580	198473	842448	845224	907168	831406	396540	552.25	139264	562096	2.59603e+06	170249	109739	332155	150	262528	314430	385887	16012.4	535118	21978.2	1.57265e+06	100	512202	15802.9	436705	29232.3	42846.1	75	6.26998e+06	50	631.409	2363	146613	299361	70285.5	324839	327	7471.25	49163.7	34493.2	1.83854e+06	154203	50	50	245638	62.5	8.04578e+06	17884.9	15392.3	8781.47	50	100	50	620247	2.04063e+06	710518	50	153712	50	31908.4	607892	112872	86577.9	19994.9	150	396719	3725	100	155690	47160.7	50	50	50	155790	24120.7	222768	2.81948e+06	50	990469	50	2686.25	3.82558e+06	100	847739	440992	4475	
Random429	49628.6	24977.9	50	330588	50	197762	50	50	66914.6	56291	166060	4114.97	13682.3	475205	2893.6	318592	59938	31622.2	1.82362e+06	6133.25	2094.42	248521	351.231	1624.66	70	9745.34	146360	350800	521033	837.028	337731	50	89675.3	117490	13579.5	370307	346465	110263	1.83789e+06	119072	188506	1615.99	343513	542238	330191	515542	119764	75	91622.8	87262.9	376027	250886	265031	9537.63	150	21016.5	14105.7	147794	12023.2	437222	75	823553	100	17651.5	8887.83	191244	155174	32669.9	75	30817.4	50	50	140484	34345.6	289922	25724.6	612562	876170	5403.55	16831.5	942850	4893.67	4609.13	50	50	50	62.5	65904	56341	14811.8	127552	50	11274.4	50	1991.28	427176	717090	50	2.06054e+06	50	294982	36554.7	21767.4	100	100	150	100	343892	100	582508	141075	50	50	50	744173	43779.4	142153	1.35317e+06	50	63083.5	50	75	18836.5	100	1.79565e+06	100	1.53037e+06	
Random430	48003.8	3026.12	50	9436.63	50	261298	50	50	35692.8	75	95578.4	288700	26021.1	217402	59642.3	386512	114658	50836.1	100	16093.5	21150.9	271580	251.787	46064.4	15207.1	45038.6	585769	133112	136206	538.694	80665.8	50	16330.8	45289.9	69530.6	4460.57	358699	101483	382357	67742.7	10712.2	35692.7	24526.4	26401.4	111451	64228.7	23205.8	418793	64472.8	95830.1	127039	329988	16485.9	25483.5	627465	122892	239183	50242.3	19570.3	160790	341379	41004	230003	113491	107738	572063	16648.3	11754.5	75	120260	50	8432.52	36797.5	24096.8	79068.5	2014.2	289717	408094	17756.5	117896	5332.51	24457	23202.7	50	1370.47	50	62.5	2490	18020.7	75	3371.92	50	100	50	27467	44130.6	20637.3	50	138710	50	356960	178445	91636.2	143038	100	133485	100	3207.13	100	190134	42569.4	50	50	50	190234	11401.5	22633.5	74595.9	50	150	50	75	84756.9	100	722842	100	329050	
Random431	14494.3	108642	120121	97186.4	50	126056	50	50	459354	75	6.37104e+06	39018.6	162243	1.40741e+06	764951	20775.7	717263	342988	100	433519	714569	72185.9	2031.16	111748	684549	599051	9.12506e+06	226736	517758	5876.81	228215	50	39440.8	30776.2	32455.7	2895.67	138547	288565	337091	407893	388612	716454	105454	105300	276885	241586	298188	75	1.25486e+06	704827	1.01653e+06	175479	1.79712e+06	14265.9	82956.3	223502	100	1.20457e+06	112409	1.80651e+06	1.93678e+06	162574	100	12925.1	48596.5	1.02494e+06	1.23658e+06	806995	75	642840	514519	50	43314.2	1.39953e+07	227659	8921.94	13228.8	120600	48200.5	244822	308816	126743	344571	50	50	50	85925.9	42002	154943	21316.7	39889.6	50	100	50	77187.1	91599.1	202031	50	345856	50	12458.4	1.7968e+06	1.01062e+06	4.58978e+06	24641.6	347374	100	1472.83	100	137532	32464.4	50	50	50	285238	17385.8	1.23952e+06	361523	50	140745	50	103499	365715	100	22369.7	100	100	
Random432	14240.4	13589	50	74466.3	50	164067	50	50	70575.3	22183.8	3.41224e+06	156540	45001.6	365679	1.72524e+06	21375.2	198911	99028.9	100	1.8626e+06	1.17387e+06	29206	302.222	8118.81	58196.1	1880.71	627668	773423	141518	690	781005	411388	205905	100117	181939	67943.7	460648	244517	21655.7	35380.2	665673	4789.83	1.88359e+06	2.54474e+06	1.52998e+06	2.0977e+06	646506	75	102839	342605	1.0837e+06	130954	35930.3	23664.1	18557.3	31418.7	100	815566	21279.9	685266	75	3.81214e+06	100	19600.9	11412.5	213897	120326	117019	75	75079.4	50	50	336795	81526.8	776111	156473	51877.6	21451.6	22877.9	1.08332e+06	4.85771e+06	71599.8	74180.3	50	50	50	62.5	11976	57226.2	75	100	50	5.78742e+06	50	168931	1.11813e+06	3.10449e+06	50	521252	50	12749.2	7544.28	58850.4	100	65502.2	150	100	33996.8	100	124779	28071.3	50	50	50	158638	58978.7	453032	7.36292e+06	50	13061.3	50	75	324234	100	168978	100	4323.37	
