Run	ABI1	AKT1	APPL1	ARAF	BCAR1	CAMK2A	CAV1	CAV2	CBL	CBLB	CDC42	CREB1	CRK	CSK	DNM1	DUSP1	EGF	EGFR	ELK1	EPN1	EPS15	EPS8	FOS	GAB1	GAB2	GJA1	GRB2	HRAS	JAK2	JUN	KRAS	KRT8	MAP2K1	MAP2K2	MAP2K3	MAP2K5	MAPK1	MAPK14	MAPK3	MAPK8	NCK1	PAK1	PIK3CA	PIK3CB	PIK3CD	PIK3R1	PLCG1	PRKCZ	PTK2B	PTPN11	PTPN6	RAB5A	RAC1	RAF1	RALB	RALBP1	RALGDS	SHC1	SOS1	SRC	VAV1	VAV2	VAV3	YWHAB	PDPK1	RHOA	MAP2K4	MAP2K6	P53	ERBB2	LIMK1	MAP2K7	MAP3K1	MAP3K4	NRAS	PIK3CG	PLD1	PLD2	RPS6KA3	MAP3K11	ERBB3	ERBB4	BRAF	CASP9	FOXO1A	GRB10	BAD	SMAD2	SH3KBP1	SPRY2	ARHGEF7	TNK2	SH3GL2	ERRFI1	PIK3R2	PLCG2	RASA1	RGS16	STAT1	STAT5B	USP6NL	MAPK7	PRKCG	SOS2	RIN1	STAT5A	KSR1	MAP3K2	MYC	PTPN5	PTPRR	RPS6KA1	SMAD3	SP1	DUSP4	DUSP6	WASL	PIK3R3	PXN	RALA	STAT3	PRKCE	GRB7	ARHGAP3	PRKCA	PRKCB1	PRKCI
Random10	6.4923e+10	1.20897e+09	0	5.36368e+09	0	0	0	0	3.46585e+09	-3.72529e-09	0	0	4.25035e+08	0	2500	4.79172e+10	0	9.43662e+08	0	0	2.34087e+10	6.26442e+10	271037	2.23876e+07	600	2.06604e+08	1.06787e+11	0	4.18385e+08	641907	0	0	1.69915e+10	3.15057e+10	1.80323e+10	0	3.66778e+11	4.96359e+11	2.43942e+11	4.8468e+10	1.45426e+09	4.47553e+09	0	0	0	4.81229e+09	7.80178e+10	5.24089e+10	7.75419e+09	9.00894e+08	1.6159e+10	0	3.90257e+10	2.32019e+09	0	0	0	7.8327e+08	1.13027e+10	5.84789e+10	625	1.69911e+08	0	0	3.93735e+11	0	1.63799e+10	1.79604e+10	625	2.28607e+08	0	0	0	0	0	1.04261e+08	4.03584e+08	0	2.49538e+11	9.22786e+09	1.061e+09	5.28785e+08	8.20884e+09	0	-1.19209e-07	0	4.57578e+08	-9.53674e-07	0	2.39164e+06	2.77192e+06	0	0	0	6.29981e+07	1.71848e+08	1.13882e+10	0	0	0	5.32852e+07	0	0	0	3.2285e+09	0	0	2.35399e+09	0	5.6712e+11	5.62343e+10	0	0	-6.10352e-05	5.6712e+11	2.56413e+11	0	2.82351e+09	0	0	0	625	0	0	0	0	0	
Random11	2.46002e+08	3.96555e+09	0	2.35582e+09	0	0	0	0	5.1872e+09	0	0	0	9.55081e+08	0	6.78114e+08	3.56649e+08	0	1.90592e+09	0	0	860433	3.1613e+09	467358	1.93817e+09	600	5.32223e+07	3.82233e+10	0	1.32383e+08	1.09372e+06	0	0	5.08046e+09	3.45457e+08	1.73199e+08	0	9.86059e+09	1.67259e+09	9.82655e+09	2.49841e+09	1.23831e+09	2.27352e+09	0	0	0	4.08684e+09	2.90172e+09	3.39573e+06	1.1631e+10	5.1435e+10	2.59904e+10	0	7.60154e+10	2.85054e+08	0	0	1.66832e+09	6.46202e+09	4.64854e+08	8.62009e+09	625	1.46656e+10	0	0	2.12484e+10	0	3.68259e+10	1.69235e+10	625	2.59553e+10	0	5.50362e+08	0	0	0	1.68151e+08	5.83459e+08	0	2.04086e+09	5.8199e+09	8.59994e+09	3.79569e+09	6.69132e+09	0	0	0	468.75	0	0	625	1.35583e+08	0	0	0	7.56776e+09	7.74623e+08	1.36009e+10	0	0	0	4.34352e+10	0	0	0	4.12557e+10	0	0	2.0205e+10	0	7.03146e+09	7.21245e+08	0	0	0	7.03146e+09	1.89898e+09	0	5.01314e+09	0	0	0	4.36458e+07	0	0	0	0	0	
Random12	2.29859e+08	2.5688e+10	0	8.89923e+07	0	0	0	0	1.10358e+10	625	0	0	2.61619e+08	0	1.95327e+09	3.04831e+09	0	1.47984e+09	0	0	2.71626e+07	1.01104e+10	1.35603e+08	4.03499e+08	4.69209e+07	3.10314e+08	6.66871e+10	0	1.85873e+08	9.75363e+08	0	0	9.32946e+07	3.85891e+10	3.62137e+07	0	7.57644e+10	1.428e+09	6.9548e+09	5.43724e+09	5.35155e+08	9.18497e+08	0	0	0	2.86336e+09	8.03878e+08	625	2.23408e+10	3.385e+10	6.21114e+10	0	2.91123e+09	6.96279e+09	0	0	1.77985e+08	1.61346e+09	1.60829e+08	3.59016e+10	2.16387e+09	2.27884e+09	0	0	2.01139e+11	0	8.13722e+08	3.75525e+07	625	2.48894e+10	0	0	0	0	0	6.00698e+08	4.20254e+08	0	6.52461e+08	2.12747e+09	5.03824e+09	1.20422e+10	8.89923e+07	0	4.36557e-11	0	0	0	625	9.93048e+08	8.49087e+09	0	0	0	3.17219e+09	2.64948e+08	1.20414e+09	0	0	0	4.12125e+08	0	0	0	4.27636e+08	0	0	1.34567e+09	0	2500	2222.22	0	0	0	2.65702e+10	1.60928e+10	0	1.81647e+08	0	0	0	1.27966e+09	0	0	0	0	0	
Random13	5.80298e+07	1.65036e+09	0	2.20441e+07	0	0	0	0	6.06382e+09	0	0	0	2.51318e+06	0	794951	3.11093e+10	0	3.89779e+07	0	0	1.49286e+10	8.94144e+07	2.03095e+06	5.06884e+06	2.43283e+06	5.59053e+09	6.44406e+09	0	3.82203e+07	4.65769e+06	0	0	8.85027e+07	5.20315e+10	1.41733e+10	0	8.08014e+10	7.48565e+10	2.86921e+10	7.00853e+10	2.1284e+08	1.52663e+09	0	0	0	5.86107e+08	1.19914e+09	2.44001e+09	3.26598e+09	3.41229e+08	3.75966e+09	0	5.56691e+09	9.26054e+09	0	0	1.0701e+08	1.36852e+09	9.90788e+07	5.39086e+09	2.15482e+07	8.83939e+08	0	0	1.89662e+11	0	1.43994e+10	3.12521e+10	5.07466e+08	1.40151e+09	0	4.35191e+09	0	0	0	2.42285e+07	78489.2	0	7.21045e+09	4.23205e+09	2.87695e+08	1.44067e+10	5.15413e+10	0	0	0	4.5033e+08	-1.49012e-08	0	7.2488e+08	5.83898e+09	0	0	0	3.92436e+09	-1.19209e-07	7.88521e+08	0	0	0	2.69884e+06	0	0	0	8.14626e+07	0	0	6.40575e+08	0	8.0408e+09	8.62454e+08	0	0	0	2.99128e+11	3.66878e+09	0	1.15284e+09	0	0	0	2.11151e+11	0	0	0	0	0	
Random14	1.0399e+06	3.38763e+07	0	1.86655e+08	0	0	0	0	8.7205e+08	7.45058e-09	0	0	1.81321e+08	0	9.6298e+08	5.29351e+08	0	3.43393e+08	0	0	5.84065e+09	3.90971e+07	327184	1.32459e+09	6.25162e+08	12741.7	2.45046e+10	0	4.51855e+08	771420	0	0	2.74942e+08	3.27335e+08	1.88147e+07	0	3.40886e+10	2.78175e+08	5.42147e+08	3.91981e+08	1.51968e+08	6.627e+08	0	0	0	1.64696e+09	5.38684e+08	625	3.79488e+09	4.95603e+09	3.39064e+09	0	5.65078e+08	2.37726e+07	0	0	985.68	3.58785e+09	1.26267e+08	1.0684e+10	7.58412e+08	4.72407e+06	0	0	3.05341e+10	0	1.04763e+08	2.72949e+07	625	1.03861e+09	0	8.25139e+07	0	0	0	2.9359e+07	1.25916e+09	0	3.0845e+08	2.20023e+07	1.86132e+08	9.03061e+08	1.3359e+07	0	0	0	468.75	1.86265e-09	0	625	2.55447e+06	0	0	0	3.35744e+08	1.87559e+08	6.31966e+08	0	0	0	5.68215e+07	0	0	0	2.92169e+07	0	0	1.73522e+09	0	4.65615e+09	4.65993e+08	0	0	0	4.65615e+09	2.80193e+09	0	3.02249e+06	0	0	0	2.41192e+09	0	0	0	0	0	
Random15	7.45911e+07	7.94324e+09	0	3214.89	0	0	0	0	5.83063e+08	625	0	0	246603	0	2.70899e+06	5.26765e+08	0	9.07735e+08	0	0	8.56539e+06	2.56195e+11	321578	4.31045e+08	8.46376e+08	2.1327e+09	1.1554e+10	0	1.03991e+08	758501	0	0	3.96385e+08	4.72683e+08	3.85539e+08	0	2.92212e+10	1.63628e+10	1.01292e+10	5.26109e+10	8.39371e+10	9.68864e+09	0	0	0	1.01184e+10	5.40836e+09	625	1.34577e+09	5.01917e+09	9.49243e+09	0	7.65082e+10	6.43756e+09	0	0	9.78354e+08	1.25744e+10	4.00353e+08	1.88032e+09	625	9.53288e+09	0	0	6.26442e+09	0	1.26015e+12	3.89475e+08	625	1.38335e+10	0	1.87496e+07	0	0	0	3.30194e+09	7.96851e+06	0	1.33566e+09	6.42825e+08	3.2325e+08	1.31204e+11	4.89177e+08	0	0	0	468.75	0	625	1.71774e+06	1.87617e+08	0	0	0	1.0478e+10	0	1.21165e+10	0	0	0	1.61359e+10	0	0	0	2.42505e+09	0	0	3.34779e+11	0	9.69049e+09	1.0205e+09	0	0	0	1.18588e+11	1.86773e+09	0	2.01705e+09	0	0	0	625	0	0	0	0	0	
Random16	1.84363e+07	9.08147e+08	0	3.0664e+07	0	0	0	0	7.12833e+10	625	0	0	1.66145e+09	0	2.23373e+10	9.71679e+09	0	2.57722e+09	0	0	2.53045e+10	7.29804e+06	6.62275e+07	1.3729e+09	1.30434e+10	4.85855e+06	5.89571e+11	0	1.10922e+10	1.49515e+08	0	0	8.68437e+08	3.93629e+09	1.4191e+10	0	1.27888e+11	1.32257e+11	5.7646e+10	1.78371e+11	3.205e+08	1.19914e+10	0	0	0	2.49637e+08	6.52325e+07	625	1.41819e+11	1.40012e+12	4.23967e+11	0	2.86368e+10	2.3142e+07	0	0	8.84921e+08	2.28678e+09	6.53305e+08	7.2776e+11	4.17314e+10	9.47343e+08	0	0	6.7175e+09	0	7.36461e+10	1.09133e+10	4.48942e+09	1.28136e+10	0	5.50718e+10	0	0	0	3.74909e+08	1.926e+06	0	1.38878e+09	4.1444e+10	3.20326e+09	1.23515e+10	4.34084e+07	0	0	0	3.43405e+08	9.53674e-07	0	3.93278e+09	5.86712e+08	0	0	0	5.05498e+08	1.16065e+09	4.33154e+09	0	0	0	1.81199e+07	0	0	0	2.09388e+08	0	0	4.00246e+07	0	8.42273e+10	9.73777e+09	0	0	0	1.1041e+12	2.47058e+10	0	1.53055e+06	0	0	0	625	0	0	0	0	0	
Random17	2.79758e+07	1.06781e+09	0	2.12717e+07	0	0	0	0	8.90529e+08	625	0	0	4.28505e+08	0	1.66352e+06	6.54211e+09	0	2.68721e+09	0	0	9.79428e+10	8.25962e+07	2.20413e+09	1.30318e+08	3.61637e+08	9.50297e+09	2.15757e+10	0	2.38633e+09	1.3968e+10	0	0	5.28754e+08	1.5946e+10	3.44649e+09	0	3.65634e+10	1.72572e+10	5.19417e+10	9.22886e+09	1.205e+09	1.19267e+08	0	0	0	1.12576e+07	239954	1.87604e+08	6.42737e+08	1.23245e+10	0	0	7.49873e+09	1.47912e+08	0	0	0	1.85151e+09	2.45829e+06	1.65247e+09	6.73909e+09	1.13178e+10	0	0	4.97541e+09	0	2.00004e+07	2.13773e+10	625	7.66666e+09	0	1.18174e+09	0	0	0	9.5642e+08	726281	0	1.3316e+09	2.86357e+09	3.25108e+09	9.03708e+09	3.48233e+07	0	0	0	4.37196e+07	7.45058e-09	625	625	1.84942e+10	0	0	0	5.26679e+09	4.29066e+08	8.18155e+09	0	0	0	3.70345e+07	0	0	0	1.30647e+08	0	0	162475	0	4.86553e+10	4.80509e+09	0	0	0	7.33241e+10	3.60139e+09	0	1.2722e+08	0	0	0	625	0	0	0	0	0	
Random18	7.16176e+09	2.70056e+10	0	3.92955e+06	0	0	0	0	2.58483e+10	0	0	0	1.79691e+09	0	5.45042e+10	7.11958e+08	0	6.01325e+09	0	0	4.62767e+09	1.95664e+10	4.18002e+07	5.57826e+08	1.57602e+09	8.54354e+06	1.53538e+12	0	1.5492e+09	9.44503e+07	0	0	2.32118e+08	3.27453e+08	3.48843e+08	0	1.34921e+10	8.80341e+09	2.34959e+09	2.03346e+09	2.77303e+09	1.08347e+09	0	0	0	2.64516e+10	7.05874e+09	8.26464e+09	9.67693e+10	3.89005e+10	8.30782e+10	0	4.98067e+10	8.75652e+07	0	0	2473.39	9.7803e+11	1.15201e+09	5.1955e+11	1.4e+09	672641	0	0	1.44222e+11	0	1.66234e+06	9.62037e+08	625	2.20607e+10	0	5.3776e+08	0	0	0	2.09323e+09	2.1986e+08	0	1.40777e+09	9.10721e+07	2.07716e+11	1.29114e+11	10000	0	0	0	1.24431e+08	-2.98023e-08	4.76837e-07	625	6.29694e+08	0	0	0	3.21067e+10	625	1.35713e+11	0	0	0	3.69596e+09	0	0	0	2500	0	0	2.60638e+06	0	5.79661e+09	6.41488e+08	0	0	0	7.39487e+09	7.24117e+08	0	3.69048e+10	0	0	0	625	0	0	0	0	0	
Random19	1.07532e+08	3.14661e+08	0	2.94909e+08	0	0	0	0	8.16799e+08	2.98023e-08	0	0	8.85244e+07	0	6.29814e+08	1.46272e+10	0	1.37998e+08	0	0	5.5266e+08	5.36899e+07	1.28824e+11	1.35008e+08	3.59575e+08	1.77599e+08	1.59048e+10	0	5.3897e+08	1.41915e+11	0	0	3.24342e+08	2.79063e+09	2.67577e+10	0	4.70326e+10	5.51155e+10	5.36331e+10	6.3145e+11	3.3502e+07	2.74075e+08	0	0	0	1.14295e+09	3.23535e+08	625	1.8495e+09	1.33874e+09	1.73397e+09	0	2.07012e+10	1.14247e+09	0	0	6.26454e+07	1.34249e+09	2.03242e+07	5.68885e+09	3.13598e+09	2.31079e+09	0	0	2.85939e+08	0	1.82939e+11	1.39354e+10	625	4.44049e+08	0	9.78718e+10	0	0	0	2.22991e+08	2.34333e+08	0	6.13131e+07	2.60297e+10	2.81038e+08	9.20907e+08	3.31132e+10	0	0	0	167784	0	-1.19209e-07	3.95232e+08	1.73091e+07	0	0	0	5000	1.20097e+08	1.03555e+09	0	0	0	7.17534e+07	0	0	0	8.61906e+07	0	0	3.75094e+08	0	1.9117e+10	1.88871e+09	0	0	0	1.17451e+12	4.07744e+09	0	122588	0	0	0	625	0	0	0	0	0	
Random20	6.2859e+07	2.20773e+09	0	625	0	0	0	0	1.51817e+09	0	0	0	6.35765e+06	0	9.63935e+08	2.21606e+08	0	8.7612e+07	0	0	1.3848e+09	3.18138e+09	88458.6	2.58943e+06	2177.18	1.67081e+08	1.20701e+10	0	1.70845e+08	217287	0	0	5.3356e+09	8.48373e+08	1.04494e+08	0	4.98557e+09	1.39839e+09	1.28776e+08	1.39322e+09	6.58593e+07	3.82968e+09	0	0	0	1.77129e+08	2.6517e+09	625	2.29529e+09	2.80241e+08	3.19735e+09	0	1.35186e+09	2.11016e+09	0	0	32	7.25011e+08	1.20117e+08	3.40207e+10	1.23847e+09	8.88505e+08	0	0	3.22755e+10	0	9.17956e+08	1.0223e+09	269963	1.02008e+09	0	5.04859e+08	0	0	0	1.50126e+07	1.43394e+09	0	7.69453e+07	4.89031e+08	3.08093e+07	7.95613e+09	7.0951e+07	0	0	0	2.03717e+08	0	9.53674e-07	4.04828e+07	2500	0	0	0	9.02365e+08	-7.62939e-06	7.56674e+08	0	0	0	1.28107e+10	0	0	0	7.03354e+09	0	0	3.01857e+09	0	2.12594e+09	2.49348e+08	0	0	0	2.12594e+09	1.19109e+09	0	2.79363e+08	0	0	0	2.89237e+09	0	0	0	0	0	
Random21	4.16784e+08	1.31425e+10	0	8.63919e+06	0	0	0	0	2.15648e+09	625	0	0	5.23424e+08	0	1.17484e+08	9.32787e+08	0	1.45273e+09	0	0	4.24225e+08	7.18762e+08	7.81467e+08	6.56062e+09	420737	4.73875e+08	1.6147e+10	0	1.50471e+10	8.2833e+09	0	0	7.91671e+07	3.56479e+08	3.3924e+08	0	1.6836e+10	7.04438e+09	1.73324e+10	4.44177e+09	1.91896e+08	1.45792e+08	0	0	0	2.72516e+10	7.21591e+07	625	7.59004e+09	1.48161e+10	1.35322e+10	0	4.04104e+08	2.98928e+08	0	0	0	6.63129e+08	2.72964e+07	2.3921e+10	8.80354e+09	5.03405e+08	0	0	1.12372e+11	0	9.58929e+06	1.36211e+09	625	1.46265e+09	0	4.09716e+08	0	0	0	1.92253e+08	1.37159e+08	0	2.16126e+08	2.06812e+10	1.02742e+08	1.31465e+09	3.45235e+08	0	0	0	468.75	0	625	625	1.984e+08	0	0	0	1.66885e+08	4.90565e+08	7.25006e+08	0	0	0	1.57277e+08	0	0	0	1.66694e+08	0	0	3582.28	0	7.80505e+09	1.9066e+10	0	0	0	7.80505e+09	2.59547e+09	0	2.27926e+08	0	0	0	625	0	0	0	0	0	
Random22	1.93586e+11	1.83682e+09	0	625	5.96046e-08	0	0	0	2.22788e+08	625	0	0	9.82032e+06	0	2.2057e+09	5.97524e+08	0	3.46318e+07	0	0	6.29054e+07	3.68133e+11	6.31241e+06	1.63516e+07	3.95594e+08	8.72559e+06	5.35791e+09	0	2.64742e+09	1.43582e+07	0	0	1.31294e+09	6.55843e+09	2.79197e+09	0	6.48806e+09	4.60605e+10	6.39642e+09	3.28359e+09	1.6153e+08	2.68599e+06	0	0	0	5.05756e+09	8.56023e+08	625	5.30332e+08	2.25274e+09	1.18953e+09	0	1.12105e+10	8.96514e+07	0	0	1.99902e+08	1.66063e+09	8.33132e+09	2.43816e+09	625	2.1065e+09	0	0	3.93298e+10	0	4.25547e+09	4.24313e+09	625	8.64924e+07	0	4.19752e+09	0	0	0	0	1.24007e+09	0	3.42373e+09	9.65523e+10	7.21505e+08	4.22566e+07	1.29352e+09	0	0	0	468.75	-2.32831e-10	625	5.73881e+06	1.94545e+07	0	0	0	7.21428e+08	4.76837e-07	9.35041e+09	0	0	0	3.07465e+10	0	0	0	2500	0	0	1.74226e+10	0	1.2357e+10	1.30838e+09	0	0	0	5.95e+10	3.14681e+09	0	9.15939e+08	0	0	0	2.14166e+10	0	0	0	0	0	
Random23	1.26663e+07	1.85204e+11	0	1.43085e+07	0	0	0	0	6.35475e+09	0	0	0	1.78829e+08	0	691725	1.61411e+09	0	3.43235e+08	0	0	3.61814e+08	1.59741e+06	627692	4.61593e+07	600	4.03555e+08	1.76537e+11	0	5.40933e+09	1.4612e+06	0	0	3.42553e+08	1.73719e+09	5.07014e+09	0	5.65476e+10	5.1812e+09	5.85566e+10	4.22277e+09	2.69533e+07	1.82837e+11	0	0	0	7.01186e+08	8.11944e+08	2.84282e+09	2.43833e+09	3.8234e+09	2.5549e+09	0	1.36589e+12	2.35994e+07	0	0	1.08114e+07	2.02672e+09	2.29181e+07	9.16166e+09	1.7187e+07	1.82475e+07	0	0	1.87324e+10	0	5.88687e+09	6.08467e+09	625	3.21316e+08	0	4.36994e+08	0	0	0	3.64884e+07	1.31744e+08	0	4.20176e+07	1.5529e+11	1.12312e+08	2.42755e+08	5.40569e+06	0	0	0	3.1911e+11	0	0	4.30252e+07	6.35153e+06	0	0	0	2.06056e+09	2.04005e+08	2.32972e+08	0	0	5.96046e-08	494581	0	0	0	1.04611e+07	0	0	2.82778e+08	0	2.91621e+10	6.40617e+09	0	0	0	3.36325e+10	4.39608e+09	0	8.12477e+08	0	0	0	3.12215e+08	0	0	0	0	0	
Random24	3.31006e+07	6.07321e+10	0	3.11047e+09	0	0	0	0	4.97955e+10	-6.10352e-05	0	0	1.42659e+09	0	631866	3.21835e+09	0	8.93949e+09	0	0	4.21021e+09	4.21461e+09	1.81186e+06	2.289e+08	5.65796e+08	487682	4.72286e+10	0	7.26194e+09	4.15985e+06	0	0	3.19493e+09	1.51464e+09	2.0813e+08	0	8.04794e+09	1.84447e+09	4.35876e+09	4.61042e+09	1.75777e+08	4.98261e+08	0	0	0	6.10773e+09	4.03954e+09	2.33334e+08	8.19696e+09	4.56612e+10	3.91696e+10	0	3.51047e+08	2.76996e+08	0	0	1.57643e+09	6.71515e+09	7.40579e+07	8.83899e+10	625	3.43044e+09	0	0	1.27683e+11	0	6.75797e+08	2.02311e+08	625	1.14052e+11	0	0	0	0	0	0	940888	0	2.92142e+08	7.4154e+08	2.91891e+10	3.18951e+10	2.32859e+09	9.31323e-10	1.49012e-08	0	2.92491e+08	-1.86265e-09	0	3.10751e+10	8.34229e+09	0	0	0	4.00326e+09	0	5.46139e+09	0	0	0	2.2135e+09	0	0	0	9.00093e+08	0	0	9.86713e+08	0	3.21961e+10	3.21114e+09	0	0	0	3.21961e+10	1.70232e+10	0	2.91544e+09	0	0	0	625	0	0	0	0	0	
Random25	3.43309e+10	1.04915e+08	0	2.34348e+08	0	0	0	0	9.24361e+09	625	0	0	1.58503e+10	0	1.14191e+08	2.23009e+10	0	1.40037e+09	0	0	6.16807e+06	1.89672e+10	1.89478e+06	2.09867e+09	600	5.0757e+08	4.82772e+10	0	5.36409e+08	4.3483e+06	0	0	1.16168e+09	3.79882e+09	8.96013e+08	0	1.04599e+11	1.21087e+10	1.24318e+11	1.03755e+10	6.68723e+07	1.01867e+06	0	0	0	2.21029e+09	2.7312e+10	625	1.41761e+10	1.93959e+09	2.10933e+10	0	8.55982e+09	5.82081e+07	0	0	0	2.12379e+10	5.79688e+09	2.09896e+10	625	2.38882e+09	0	0	4.5959e+10	0	2.01809e+08	8.29616e+08	7.62939e-06	1.26533e+09	0	3.32746e+09	0	0	0	1.11867e+06	2.50264e+09	0	5.68115e+10	1.49428e+09	3.01893e+08	2.54517e+09	1.72677e+08	0	0	0	468.75	0	625	625	9.19744e+08	0	0	0	4.69213e+08	3.05176e-05	2.36601e+10	0	0	0	9.37435e+09	0	0	0	1.54668e+10	0	0	9.54633e+06	0	8.17713e+10	8.36234e+09	0	0	0	8.17713e+10	7.84084e+09	0	4.74062e+07	0	0	0	625	0	0	0	0	0	
Random26	5.04839e+10	3.04123e+09	0	1.13636e+06	0	0	0	0	1.02634e+10	625	0	0	3.7698e+09	0	3.98573e+08	1.04842e+10	0	1.66144e+10	0	0	3.42889e+10	4.40419e+10	3.02404e+06	1.03488e+10	600	2.31915e+09	1.12058e+11	0	7.40307e+06	6.91156e+06	0	0	1.44616e+09	6.83247e+09	7.75558e+09	0	2.72435e+11	7.35999e+10	2.94611e+11	1.16253e+10	1.79627e+10	1.62255e+09	0	0	0	1.77929e+10	2.66454e+11	625	1.56404e+10	1.87049e+10	9.55933e+09	0	6.35804e+10	2.44157e+07	0	0	3.25993e+08	8.09038e+09	2.54539e+10	4.99172e+10	625	1.5448e+09	0	0	1.73865e+11	0	4.07971e+09	6.04744e+09	625	1.18406e+10	0	0	0	0	0	4.86429e+07	5.22227e+09	0	2.5101e+11	1.50155e+11	3.51485e+09	1.82165e+10	1.33591e+10	0	0	0	1.64252e+07	0	0	4.30332e+08	6.96417e+07	0	0	0	6.3845e+08	3.74416e+09	3.75034e+10	0	0	0	4.36618e+08	0	0	0	2500	0	0	1.13441e+09	0	1.41583e+11	1.39885e+10	0	0	0	1.41583e+11	2.14187e+10	0	3.46852e+09	0	0	0	625	0	0	0	0	0	
Random27	4.2453e+08	2.39582e+08	0	1.60933e+08	0	0	0	0	1.59015e+09	625	0	0	5.80289e+08	0	7.77088e+08	1.74376e+09	0	1.03686e+09	0	0	1.76908e+08	5.63287e+10	28433	1.19712e+08	600	7.39031e+08	2.37328e+10	0	2.92171e+10	74240.9	0	0	8.88166e+08	1.09234e+08	2.47406e+08	0	4.94868e+09	6.61759e+08	1.7898e+09	8.02584e+08	8.92845e+09	9.04727e+08	0	0	0	2.68346e+08	3.08447e+08	5.05185e+09	2.15338e+10	1.17563e+11	6.85959e+09	0	2.38911e+09	1.68204e+08	0	0	266937	2.06702e+09	2.11565e+08	6.91376e+09	5.72547e+08	9.18595e+08	0	0	1.32795e+10	0	2.82069e+07	4.60103e+07	625	2.55809e+09	0	3.27984e+07	0	0	0	2.7691e+08	1.00723e+11	0	3.51833e+08	1.27514e+09	1.68575e+09	5.75454e+09	8.65473e+08	0	0	0	1.507e+07	0	625	625	1.08708e+08	0	0	0	1.71097e+10	2.41834e+08	2.48583e+10	0	0	0	3.66976e+06	0	0	0	2500	0	0	5.40512e+06	0	1.56886e+09	1.29372e+09	0	0	0	1.56886e+09	1.8425e+06	0	8.39383e+08	0	0	0	28476.6	0	0	0	0	0	
Random28	2.88365e+08	8.48998e+09	0	1.22724e+08	0	0	0	0	1.09155e+12	0	0	0	1.16598e+10	0	2.86637e+10	3.70943e+09	0	1.85732e+10	0	0	1.81553e+09	3.24163e+07	5.82003e+07	1.75142e+09	1.15977e+09	3.1976e+09	2.42528e+11	0	6.92795e+09	1.31423e+08	0	0	3.40298e+08	9.73167e+09	1.37987e+08	0	1.86901e+10	1.87189e+09	2.85533e+10	6.24327e+09	5.87347e+08	9.40323e+08	0	0	0	6.88597e+09	2.82181e+09	4.94273e+08	2.17864e+12	5.20561e+11	7.71774e+12	0	2.27666e+08	3.65244e+08	0	0	1.02448e+07	4.1802e+10	6.74082e+08	1.15106e+12	1.02475e+08	1.25138e+10	0	0	1.32097e+10	0	7.33632e+07	1.37223e+08	1.23589e+09	1.86778e+11	0	1.50147e+08	0	0	0	4.20024e+07	3.29406e+06	0	3.01791e+08	2.79566e+08	2.92185e+10	1.31952e+11	6.22257e+06	-4.76837e-07	0	0	1.77307e+07	1.16415e-10	0	4.32951e+10	8.21372e+09	0	0	0	7.69308e+09	1.21551e+10	1.23667e+10	0	0	0	0	0	0	0	2.88078e+07	0	0	1.44869e+07	1.52588e-05	1.79501e+10	2.12923e+09	0	0	0	1.79501e+10	9.952e+08	0	5.07503e+09	0	0	0	625	0	0	0	0	0	
Random29	2.39082e+08	3.55748e+09	0	64290.3	0	0	0	0	3.53327e+09	0	0	0	5.60283e+08	0	1.18848e+10	1.61715e+10	0	1.53074e+09	0	0	1.35507e+06	1.29859e+09	1.16408e+10	8.26007e+07	600	3.23834e+08	6.64793e+10	0	3.36249e+08	2.29888e+09	0	0	4.84922e+08	2.92222e+07	1.94689e+09	0	2.08385e+11	5.72539e+09	2.18266e+11	7.03348e+10	2.5086e+10	4.40405e+10	0	0	0	4.28227e+09	1.20578e+09	625	1.08897e+09	2.25542e+08	5.63962e+08	0	6.11043e+10	1.57303e+10	0	0	6.49633e+06	1.5188e+09	3.88087e+09	5.38143e+09	8.97412e+10	6.65711e+08	0	0	5.13729e+11	0	6.00793e+09	2.55784e+09	625	1.34625e+10	0	9.4203e+08	0	0	0	0	1.1593e+06	0	8.20987e+10	3.48698e+09	3.52835e+09	3.08667e+09	1.15656e+09	0	0	0	468.75	1.52588e-05	0	625	2500	0	0	0	3.87016e+09	0	2.11377e+09	0	0	0	4.33547e+08	0	0	0	2500	0	0	4290.25	0	2500	2.99701e+11	0	-4.54747e-13	4.54747e-13	6.6423e+10	3.66302e+10	0	1.10893e+09	0	0	0	69828.1	0	0	0	0	0	
