Run	ABI1	AKT1	APPL1	ARAF	BCAR1	CAMK2A	CAV1	CAV2	CBL	CBLB	CDC42	CREB1	CRK	CSK	DNM1	DUSP1	EGF	EGFR	ELK1	EPN1	EPS15	EPS8	FOS	GAB1	GAB2	GJA1	GRB2	HRAS	JAK2	JUN	KRAS	KRT8	MAP2K1	MAP2K2	MAP2K3	MAP2K5	MAPK1	MAPK14	MAPK3	MAPK8	NCK1	PAK1	PIK3CA	PIK3CB	PIK3CD	PIK3R1	PLCG1	PRKCZ	PTK2B	PTPN11	PTPN6	RAB5A	RAC1	RAF1	RALB	RALBP1	RALGDS	SHC1	SOS1	SRC	VAV1	VAV2	VAV3	YWHAB	PDPK1	RHOA	MAP2K4	MAP2K6	P53	ERBB2	LIMK1	MAP2K7	MAP3K1	MAP3K4	NRAS	PIK3CG	PLD1	PLD2	RPS6KA3	MAP3K11	ERBB3	ERBB4	BRAF	CASP9	FOXO1A	GRB10	BAD	SMAD2	SH3KBP1	SPRY2	ARHGEF7	TNK2	SH3GL2	ERRFI1	PIK3R2	PLCG2	RASA1	RGS16	STAT1	STAT5B	USP6NL	MAPK7	PRKCG	SOS2	RIN1	STAT5A	KSR1	MAP3K2	MYC	PTPN5	PTPRR	RPS6KA1	SMAD3	SP1	DUSP4	DUSP6	WASL	PIK3R3	PXN	RALA	STAT3	PRKCE	GRB7	ARHGAP3	PRKCA	PRKCB1	PRKCI
Random418	7.59336e+06	1.46831e+09	0	2.05511e+08	0	0	0	0	4.85127e+08	0	0	0	2.10932e+09	0	2.17212e+08	6.19424e+09	0	5.39198e+09	0	0	4.37225e+08	6.52753e+09	1.64855e+07	2.41619e+08	600	2.71039e+08	3.83853e+09	0	7.45487e+08	3.73435e+07	0	0	2.96704e+09	2.01676e+09	1.40206e+09	0	1.75386e+11	6.9698e+09	2.7666e+09	4.73152e+09	1.07822e+07	1.25198e+08	0	0	0	2.2328e+09	1.46053e+09	4.76551e+08	2.35372e+08	1.84033e+09	1.14504e+08	0	1.18462e+09	5.44621e+08	0	0	6.77721e+08	6.4626e+09	3.13661e+07	1.37039e+09	8.3512e+08	3.48675e+09	0	0	9.64935e+08	0	2.8281e+08	3.76643e+08	625	8.36858e+10	0	2.73945e+08	0	0	0	0	1.44562e+09	0	1.03701e+08	7.38133e+09	2.18236e+10	1.65135e+10	3.3571e+08	0	0	0	2.94129e+07	-0.000244141	2.98023e-08	625	1.68554e+07	0	0	0	1.84945e+09	0	4.79981e+09	0	0	0	3.15384e+09	0	0	0	4.97211e+09	0	0	1.5996e+08	0	4.42709e+10	4.41794e+09	0	0	0	4.42709e+10	2.69208e+10	0	1.35021e+09	0	0	0	2.89561e+08	0	0	0	0	0	
Random419	2.66039e+09	1.38231e+08	0	5.67963e+07	0	0	0	0	1.34471e+10	625	0	0	4.50722e+07	0	8.26725e+08	3.82923e+09	0	6.38383e+08	-0.000244141	0	2.57006e+06	4.59474e+09	5782.81	2.74078e+07	2.27049e+08	3.14408e+07	2.30954e+10	0	3.50824e+08	17494.9	0	0	3.2258e+08	1.68057e+10	7.39551e+08	0	1.12833e+11	8.35975e+09	1.1975e+11	3.22335e+09	8.23728e+08	4.80575e+08	0	0	0	8.18692e+10	4.70509e+10	1.86103e+08	1.9967e+09	5.91198e+10	2.378e+09	0	3.77838e+09	1.43076e+07	0	0	6.85308e+07	7.9835e+10	5.44435e+08	1.78736e+10	625	7.03598e+10	0	0	3.83461e+09	0	7.61569e+08	1.05112e+09	625	1.2341e+11	0	1.13005e+09	0	0	0	1.27081e+08	1.82235e+08	0	4.75879e+08	8.50992e+08	2.65817e+09	9.64099e+11	5.08807e+08	0	0	0	468.75	-4.76837e-07	0	1.85792e+09	8.27832e+07	0	0	0	6.47835e+10	-0.000244141	6.33146e+10	0	0	0	4.54747e-13	0	0	0	2500	0	0	149881	0	3.00751e+10	6.43967e+09	0	0	0	3.00751e+10	1.12457e+10	0	8.08995e+10	0	0	0	2.54502e+09	0	0	0	0	0	
Random420	1.44459e+09	1.03732e+11	0	34503.1	0	0	0	0	9.87644e+09	0	0	0	8.43725e+09	0	7.54654e+09	2.0414e+09	0	9.95836e+08	0	0	1.37996e+08	1.997e+09	1.68133e+10	5.06551e+07	600	1.93259e+06	9.57903e+09	0	4.52069e+08	2.39792e+09	0	0	4.68628e+08	6.75609e+09	1.02367e+09	0	1.30466e+11	4.60628e+09	5.51524e+09	9.34805e+10	1.14736e+09	2.2611e+10	0	0	0	1.33954e+10	4.14109e+06	625	2.86429e+09	1.34527e+09	3.55405e+09	0	7.538e+11	5.77033e+10	0	0	1.56648e+10	1.5004e+09	6.57429e+07	3.65925e+09	1.14672e+08	6.31773e+08	0	0	2.28668e+10	0	6.62002e+09	2.58484e+08	625	2.07661e+08	0	5.76011e+09	0	0	0	0	8.64724e+10	0	4.73619e+07	1.49509e+09	1.44261e+08	1.0813e+09	4.8953e+11	0	0	0	468.75	0	0	1.22941e+09	3.46423e+08	0	0	0	2.37366e+10	3.57218e+08	8.23403e+09	0	0	0	1.92151e+07	0	0	0	2.39012e+06	0	0	52507.1	0	4.18282e+10	4.1362e+09	0	0	0	7.81517e+10	1.09425e+10	0	1.80578e+10	0	0	0	625	0	0	0	0	0	
Random421	5.87979e+07	9.8365e+10	0	3.14694e+08	0	0	0	0	1.09199e+10	625	0	0	1.71289e+10	0	1.97057e+10	1.9046e+08	0	8.4632e+09	0	0	7.04736e+09	8.84544e+09	7.40665e+06	4.09775e+08	600	2.18453e+06	8.58751e+10	0	2.17317e+09	1.68332e+07	0	0	4.19066e+08	2.32253e+07	2.83165e+08	0	3.18495e+08	8.73619e+08	7.19428e+08	6.89239e+08	1.33361e+08	9.80107e+07	0	0	0	3.06478e+09	7.51004e+08	8.9837e+09	1.98827e+10	1.59496e+09	1.96569e+10	0	3.14218e+09	2.74596e+08	0	0	8.58101e+08	5.06539e+09	3.87556e+07	1.2776e+11	7.09956e+06	1.9736e+09	0	0	6.02786e+11	0	2.87263e+08	5.66e+08	625	4.10099e+09	0	1.06819e+07	0	0	0	2.89609e+09	1.23256e+08	0	1.64624e+08	2.47053e+07	1.38734e+08	4.15489e+10	9.61058e+08	0	0	0	605517	1.90735e-06	625	625	9.59727e+09	0	0	0	6.02458e+09	3.8147e-06	4.20393e+09	0	0	0	5.49829e+08	0	0	0	1.09881e+09	0	0	2.91749e+06	0	4.51422e+08	9.37427e+07	0	0	0	6.16642e+09	4.41314e+07	0	9.46494e+07	0	0	0	625	0	0	0	0	0	
Random422	7.56898e+06	8.97309e+09	0	245256	0	0	0	0	5.58062e+09	625	0	0	246603	0	990025	1.65574e+10	0	2.53485e+08	0	0	6430.06	2.91422e+07	4.021e+07	1.6013e+08	600	1.02253e+08	5.29874e+10	0	1.6371e+10	7.83728e+07	0	0	7.64478e+08	8.58744e+08	2.61803e+07	0	5.53641e+10	6.94624e+08	9.13152e+10	1.86674e+09	2.04749e+08	2.1204e+10	0	0	0	5.50402e+08	2.61529e+07	1.28623e+09	1.08274e+10	2.49016e+10	3.14756e+10	0	1.31921e+11	1.53697e+08	0	0	3.78878e+07	6.43961e+08	1.2969e+07	1.24985e+10	625	6.36002e+07	0	0	3.85018e+09	0	2.82644e+09	4.13235e+08	625	1.74591e+09	0	6.72204e+07	0	0	0	4.78846e+08	1.96849e+09	0	2.29967e+07	6.79453e+07	4.18428e+08	1.39869e+09	1.89439e+07	0	0	0	1.95339e+10	-6.98492e-10	625	3.031e+07	1.57307e+09	0	0	0	1.28845e+09	1.6974e+08	5.53798e+08	0	0	0	1.78715e+07	0	0	0	1.2272e+08	0	0	2.47658e+08	0	6.68002e+09	8.64501e+10	0	0	0	6.68002e+09	9.96607e+09	0	4.20315e+08	0	0	0	625	0	0	0	0	0	
Random423	0	4.60495e+10	0	2.50676e+08	0	0	0	0	1.33257e+12	0.0625	0	0	1.36281e+09	0	2.79403e+08	4.57071e+09	0	6.04895e+09	0	0	1.12459e+08	1.43279e+09	2.10719e+06	1.49011e+08	6.50388e+07	9.507e+09	6.763e+10	0	3.38369e+08	4.83087e+06	0	0	9.49045e+08	4.26333e+09	4.35642e+09	0	3.50033e+11	1.65541e+11	4.32796e+09	1.0693e+10	3.43256e+10	8.28241e+07	0	0	0	1.19957e+10	4.19914e+08	1.45444e+06	1.29522e+10	2.35782e+11	3.46354e+10	0	5.15189e+09	1.1865e+08	0	0	1.05301e+09	4.33535e+09	9.19664e+06	4.47921e+10	9.49271e+10	4.99599e+09	0	0	2.39625e+11	0	7.07083e+09	9.53593e+09	625	7.21765e+09	0	7.34466e+09	0	0	0	7.10302e+06	-1.86265e-09	0	4.09637e+06	1.70747e+09	2.13536e+09	2.43462e+09	2.12003e+08	0	0	0	468.75	0	0.125	1.30825e+10	3.31916e+10	0	0	0	4.08414e+09	9.39207e+08	7.49252e+09	0	0	0	5.9701e+09	0	0	0	5.19744e+09	0	0	1.91282e+08	0	9.20589e+10	1.15974e+10	0	0	0	9.20589e+10	2.40136e+10	0	7.56294e+08	0	0	0	2.19069e+10	0	0	0	0	0	
Random424	1.51202e+09	9.668e+09	0	4.46726e+09	0	0	0	0	1.60148e+10	-7.62939e-06	0	0	1.43446e+07	0	8.38195e+07	6.15853e+10	0	3.84068e+08	0	0	4.65758e+10	1.14338e+09	67791.6	2.82466e+08	600	2.573e+08	5.41295e+09	0	2.35374e+07	168490	0	0	6.72437e+09	2.95527e+10	1.19543e+10	0	2.00255e+11	2.1008e+11	3.04957e+11	3.46324e+11	5.23677e+08	6.24829e+09	0	0	0	9.13641e+09	2.92588e+09	625	2.68083e+10	1.58203e+09	1.0248e+11	0	6.55316e+09	5.46614e+08	0	0	0	6.57628e+08	7.66841e+09	3.95101e+10	625	3.35618e+08	0	0	4.9456e+11	0	1.61037e+11	1.13256e+10	-0.000244141	1.82178e+09	0	0	0	0	0	-7.27596e-12	2.49279e+08	0	2.62539e+10	3.97159e+10	2.37699e+08	1.6992e+09	2.6696e+09	0	0	0	468.75	0	3.8147e-06	4.11685e+08	3.01556e+08	0	0	0	3.91107e+10	7.62939e-06	2.85211e+09	0	0	0	6.78239e+07	0	0	0	1.06623e+09	0	0	3.03183e+10	0	4.32151e+11	4.26905e+10	0	0	0	6.46069e+11	4.93095e+09	0	2.312e+08	0	0	0	5.8147e+07	0	0	0	0	0	
Random425	6.56253e+10	5.48346e+10	0	3.09713e+07	-4.54747e-13	0	0	0	3.4269e+08	3.72529e-09	0	0	1.29776e+08	0	4.35795e+09	1.21217e+09	0	4.12782e+08	0	0	2.48031e+11	1.61146e+11	7.57672e+07	2.02495e+07	1.45327e+10	8.45655e+06	8.04537e+10	0	1.29074e+09	1.6856e+08	0	0	4.91498e+08	2.05329e+09	7.81109e+08	0	3.2091e+10	1.61091e+09	3.40778e+10	2.52143e+09	1.59978e+09	1.45297e+07	0	0	0	2.12053e+09	5.05664e+08	4.51707e+09	7.38959e+08	6.98148e+10	4.4131e+08	0	2.58135e+10	7.81422e+07	0	0	1.81899e-12	6.52743e+08	4.99106e+09	5.04035e+09	3.35552e+08	3.52503e+08	0	0	7.70649e+10	0	2.79533e+10	4.25195e+09	0	2.03929e+09	0	1.15136e+08	0	0	0	3.8046e+07	2.7118e+07	0	1.42261e+10	6.22038e+09	4.72846e+08	1.94367e+09	2.61652e+07	0	0	0	468.75	0	0	625	2500	0	0	0	5.90625e+08	1.20317e+08	1.12292e+09	0	0	0	5.61013e+10	0	0	0	207681	0	0	6.47717e+11	0	1.3703e+10	1.54842e+09	0	0	0	1.3703e+10	3.62019e+09	0	1.37099e+08	0	0	0	625	0	0	0	0	0	
Random426	3.18529e+07	1.53323e+09	0	1.20307e+07	0	0	0	0	2.17539e+10	0	0	0	4.95663e+09	0	4.37131e+10	1.74634e+10	0	2.38673e+10	0	0	9.75019e+11	2.01608e+06	347126	6.48778e+09	600	7451.67	3.52307e+11	0	1.10339e+08	817352	0	0	8.08353e+08	4.36735e+10	1.72229e+09	0	6.69243e+10	3.94157e+09	1.75874e+10	1.88628e+09	2.16596e+09	7.27422e+10	0	0	0	2.21877e+11	4.31353e+07	625	6.88752e+09	8.62797e+09	1.15165e+10	0	1.17489e+11	1.93709e+10	0	0	1.52036e+10	5.81471e+10	3.22443e+07	4.02314e+10	625	4.96499e+09	0	0	3.27604e+12	0	3.19025e+08	1.99756e+09	625	8.02879e+08	0	0	0	0	0	0	1.58641e+11	0	1.65154e+08	1.83147e+10	5.77784e+09	3.77511e+09	8.81676e+08	0	0	0	4.80923e+09	0	0.00195312	625	1.5014e+10	0	0	0	7.00254e+11	5.59344e+09	2.1192e+10	0	0	0	2.69448e+07	0	0	0	2.87087e+07	0	0	2.76347e+07	0	3.65022e+10	6.07936e+09	0	0	0	3.65022e+10	4.89275e+10	0	2.3021e+06	0	0	0	1.73734e+12	0	0	0	0	0	
Random427	392429	3.91594e+10	0	3.19746e+09	-4.54747e-13	0	0	0	3.98331e+09	625	0	0	3.16935e+09	0	1.57057e+10	2.90497e+10	0	4.75488e+09	0	0	2.72398e+08	473.815	5.9772e+06	3.04049e+08	2.31584e+08	2.32478e+07	3.711e+10	0	1.32025e+10	1.35999e+07	0	0	5.11678e+09	5.49944e+09	6.17971e+09	0	1.52238e+10	3.75776e+10	4.32731e+10	1.8296e+10	5.47556e+09	6.98966e+06	0	0	0	2.26933e+07	4.4425e+08	625	2.28187e+09	8.86895e+10	2.0922e+09	0	2.794e+11	1.46856e+09	0	0	68647.5	1.46121e+10	1.29706e+07	2.7917e+10	2.38367e+07	1.014e+09	0	0	6.39372e+09	0	8.35775e+07	4.45978e+10	625	7.57789e+10	0	2.88801e+09	0	0	0	4.97775e+09	2.54911e+06	0	1.96476e+07	8.22511e+08	2.06438e+10	4.5483e+10	4.06814e+09	0	0	0	1.00206e+07	0	625	625	2.43229e+08	0	0	0	1.63441e+10	0.000244141	1.91155e+10	0	0	0	282430	0	0	0	6.10065e+09	0	0	2.14623e+06	0	7.46217e+10	8.19685e+09	0	0	0	7.46217e+10	7.92067e+08	0	3.8397e+09	0	0	0	1.94476e+07	0	0	0	0	0	
Random428	1.45088e+07	7.89812e+09	0	676918	0	0	0	0	7.94566e+09	625	0	0	8.09214e+07	0	4.87283e+08	2.12557e+10	0	1.50141e+09	0	0	5.49605e+09	1.13774e+07	5814.04	1.40468e+10	2.8298e+08	1.84875e+10	5.38279e+10	0	1.33082e+08	17578.1	0	0	2.74971e+08	1.16437e+09	5.2741e+08	0	8.63357e+10	2.62249e+09	2.39043e+10	2.51082e+09	9.28437e+09	1.63726e+10	0	0	0	2.33428e+11	1.85879e+11	252255	2.38592e+10	1.14146e+11	3.27215e+11	0	1.20316e+10	1.90467e+10	0	0	4.92342e+09	2.67734e+11	1.12836e+09	2.16922e+10	4.78657e+08	4.47301e+11	0	0	4.96306e+08	0	5.6856e+08	1.11655e+09	625	2.69647e+11	0	676074	0	0	0	1.4757e+10	5.36175e+09	0	1.38698e+08	2.40725e+09	3.0219e+09	3.63904e+12	2.46171e+09	0	0	0	468.75	0.015625	-5.96046e-08	2.35386e+08	7.45023e+07	0	0	0	2.97128e+11	-0.000488281	2.49083e+11	0	0	0	2.97519e+08	0	0	0	3.9382e+08	0	0	1.35056e+07	0	2.42082e+10	4.42942e+09	0	0	0	2.42082e+10	1.73819e+09	0	3.62455e+11	0	0	0	6.94981e+06	0	0	0	0	0	
Random429	7.80213e+08	1.9719e+09	0	3.88552e+08	0	0	0	0	9.94385e+09	625	0	0	1.85839e+08	0	8.08606e+06	1.75817e+11	0	1.30905e+09	0	0	8.1565e+06	2.82974e+10	530617	2.61854e+07	600	9.52392e+07	7.28785e+09	0	3.45862e+10	1.23883e+06	0	0	7.77951e+09	1.58195e+10	4.75151e+08	0	2.00553e+11	1.57858e+10	3.31814e+11	1.82341e+10	9.07095e+09	7.20166e+06	0	0	0	5.1682e+10	1.78361e+10	625	2.23432e+10	1.24781e+10	4.27018e+10	0	2.02286e+10	4.73977e+08	0	0	9.80793e+07	2.32112e+10	4.81899e+08	1.8728e+10	625	4.53212e+10	0	0	1.56214e+08	0	1.68311e+10	5.43226e+08	625	5.08763e+08	0	0	0	0	0	1.96218e+09	5.90533e+08	0	7.61366e+07	2.79944e+08	1.28127e+10	6.42885e+07	2.03323e+07	0	0	0	468.75	0	625	2.1791e+08	6.00655e+08	0	0	0	6.96973e+06	0	2.45224e+11	0	0	0	1.9533e+09	0	0	0	2500	0	0	6.97766e+08	0	3.39199e+11	3.97477e+10	0	0	0	3.39199e+11	5.73679e+09	0	8.55173e+10	0	0	0	625	0	0	0	0	0	
Random430	4.34743e+08	3.21999e+07	0	8.81088e+07	0	0	0	0	1.16943e+09	625	0	0	6.74496e+08	0	3.55124e+09	2.0167e+10	0	4.35243e+08	0	0	3.85025e+08	3.28717e+10	200049	4.83172e+08	2.47102e+08	2.02454e+09	1.77534e+10	0	1.28683e+09	477645	0	0	3.6454e+08	1.8304e+09	1.7303e+09	0	5.21056e+10	6.37362e+09	7.79336e+09	7.50844e+09	3.78942e+07	2.39725e+08	0	0	0	2.55946e+08	3.83795e+08	9.21185e+09	2.05088e+09	2.52436e+09	2.26603e+09	0	1.68441e+08	8.35459e+08	0	0	3.47309e+08	1.51215e+09	4.28049e+08	8.12674e+09	6.40881e+08	2.2074e+08	0	0	2.31934e+10	0	1.88142e+08	2.29011e+08	625	4.50774e+08	0	1.40533e+08	0	0	0	1.04257e+07	7.14034e+09	0	5.00285e+08	2.46155e+09	7.59474e+07	1.38295e+09	5.33735e+08	0	-4.65661e-10	0	468.75	0	0	625	1.03808e+07	0	0	0	3.79552e+08	3.85791e+08	5.9894e+08	0	0	0	7.32864e+08	0	0	0	2500	0	0	1.5711e+06	0	3.61131e+10	3.60731e+09	0	0	0	3.61131e+10	3.86569e+08	0	1.33846e+08	0	0	0	625	0	0	0	0	0	
Random431	2.08639e+08	2.70939e+10	0	1.07886e+09	0	0	0	0	1.22566e+11	625	0	0	2.63066e+10	0	5.85073e+11	2.14155e+09	0	2.45088e+10	0	0	5.02836e+11	6.02903e+08	3.00286e+07	2.8438e+10	2.86948e+11	1.83572e+11	4.79188e+12	0	2.36559e+11	6.79033e+07	0	0	1.09139e+09	8.82802e+08	3.15039e+09	0	1.82889e+10	2.73944e+10	6.93008e+10	3.299e+10	1.80094e+10	6.43181e+11	0	0	0	2.5371e+09	1.12779e+11	625	2.65793e+11	3.82826e+11	4.4719e+11	0	2.14675e+12	5.62996e+08	0	0	0	7.5696e+11	1.63352e+10	2.1265e+12	8.31646e+11	2.63815e+10	0	0	4.71353e+09	0	7.68294e+11	3.89545e+11	625	9.08911e+10	0	0	0	0	0	2.30841e+08	1.00534e+08	0	6.11415e+09	5.98888e+10	3.49203e+10	2.5044e+10	1.41213e+09	0	0	0	7.37467e+09	0	3.8147e-06	4.52273e+08	1.57924e+09	0	0	0	4.30856e+09	8.37209e+09	3.70459e+10	0	0	0	3.88709e+07	0	0	0	5.9984e+08	0	0	2.02445e+06	0	1.88875e+10	2.09491e+09	0	0	0	8.12468e+10	9.01593e+08	0	6.70843e+09	0	0	0	2.23231e+09	0	0	0	0	0	
Random432	1.52089e+07	9.16523e+08	0	5.53778e+09	0	0	0	0	1.27897e+10	0	0	0	2.02065e+09	0	1.36556e+12	2.26743e+09	0	1.69409e+10	0	0	6.9584e+11	4.33366e+07	347928	7.10527e+08	2.33572e+09	3.36376e+06	1.31374e+11	0	1.44356e+10	819200	0	0	6.21782e+09	2.25546e+09	1.17992e+10	0	5.31638e+09	9.42112e+09	1.38319e+09	1.2767e+09	1.26483e+11	6.69254e+07	0	0	0	1.96876e+12	5.24831e+11	625	2.96353e+10	3.65959e+10	9.46574e+08	0	1.28739e+09	2.89246e+09	0	0	0	6.88166e+11	2.2386e+09	1.4295e+11	625	1.68309e+12	0	0	2.58213e+08	0	8.95573e+09	6.87774e+09	625	4.48723e+09	0	0	0	0	0	7.33104e+10	0	0	2.52641e+08	7.15203e+09	4.02618e+11	2.70869e+08	5.48789e+09	0	0	0	468.75	0	4.76837e-07	625	2500	0	0	0	2.99831e+10	0	6.79557e+12	0	0	0	1.6127e+08	0	0	0	4.27091e+09	0	0	1.15239e+09	0	1.5545e+10	1.56479e+09	0	0	0	1.5545e+10	1.04178e+10	0	2.66678e+12	0	0	0	625	0	0	0	0	0	
Random433	3.05362e+07	6.86645e+09	0	3.58334e+10	0	0	0	0	3.37785e+09	0	0	0	1.56831e+09	0	3.8416e+06	3.13828e+09	0	1.61158e+10	0	0	2.09924e+07	1.51373e+09	167521	5.14466e+08	3.95887e+06	2.88618e+06	8.0751e+10	0	4.73625e+09	402105	0	0	1.01522e+11	5.74749e+09	3.90133e+09	0	1.51071e+11	2.50535e+10	2.73057e+10	6.69036e+10	7.42818e+08	1.35733e+09	0	0	0	1.021e+10	3.05202e+11	1.4294e+08	3.59751e+09	5.18424e+10	1.17686e+09	0	3.58415e+10	5.54567e+10	0	0	0	4.94576e+09	1.84069e+10	1.58981e+10	6.34906e+09	1.57908e+09	0	0	1.10517e+11	0	3.14404e+10	3.8307e+09	625	6.69885e+09	0	0	0	0	0	4.96478e+08	0	0	1.36422e+10	1.96562e+10	6.11996e+09	1.37502e+10	3.58334e+10	0	0	0	765610	7.62939e-06	-0.00012207	625	2500	0	0	0	5.49606e+08	6.81899e+08	4.01612e+10	0	0	0	2.16371e+09	0	0	0	1.90762e+09	0	0	1.39826e+10	0	2.06314e+10	2.04066e+09	0	0	0	1.21862e+11	1.66778e+10	0	1.32539e+10	0	0	0	535092	0	0	0	0	0	
Random434	2.61185e+06	2.29484e+08	0	2.39321e+09	0	0	0	0	9.40364e+08	625	0	0	6.22265e+09	0	175226	9.61451e+08	0	1.03148e+09	0	0	1.93726e+11	229573	4.44794e+08	4.36304e+08	600	2.96931e+09	6.16877e+09	0	7.05484e+09	1.00209e+09	0	0	2.78302e+08	1.39965e+09	1.89152e+10	0	4.56841e+10	2.27574e+11	1.59033e+10	3.14464e+10	4.89276e+08	1.00562e+09	0	0	0	2.79428e+09	9.83642e+06	625	3.96199e+08	2.92882e+09	1.22345e+08	0	1.53642e+10	1.39183e+08	0	0	3.0328e+09	5.87478e+09	6.51403e+07	2.3116e+09	1.76142e+09	9.16761e+08	0	0	1.59822e+09	0	7.31599e+08	1.1916e+10	625	7.9537e+07	0	2.65539e+09	0	0	0	1.02357e+10	1.96285e+08	0	2.62703e+08	4.23684e+11	2.05505e+08	3.07398e+08	1.51509e+09	0	0	0	468.75	9.53674e-07	625	625	1.11596e+09	0	0	0	1.08119e+10	2.57384e+09	6.73841e+09	0	0	0	847694	0	0	0	3.57031e+09	0	0	1.76716e+08	0	1.6955e+10	3.42076e+09	0	0	0	3.27436e+11	3.28672e+09	0	8.43893e+09	0	0	0	625	0	0	0	0	0	
Random435	1.01546e+07	2.55009e+10	0	62500	0	0	0	0	4.43696e+10	0	0	0	1.25996e+08	0	2.89401e+07	1.26328e+10	0	2.18124e+09	0	0	7.90244e+10	6.09257e+09	1.08568e+07	1.27437e+09	4.21686e+07	2.15929e+09	1.59572e+10	0	16163.3	2.46316e+07	0	0	9.18138e+08	4.12762e+09	3.57828e+08	0	4.91716e+11	3.98274e+10	1.132e+10	2.33729e+10	5.69512e+08	1.3911e+11	0	0	0	3.94482e+10	3.09323e+10	625	3.93684e+09	3.70123e+08	4.50488e+10	0	1.0724e+12	1.25685e+11	0	0	1.23781e+08	4.47534e+10	1.82975e+08	3.14594e+09	625	1.14238e+08	0	0	1.64999e+09	0	1.3301e+08	5.06173e+09	625	1.4258e+12	0	3.33852e+09	0	0	0	4.57633e+08	8.97407e+08	0	3.86395e+07	2.92632e+11	1.93497e+09	5.61666e+11	5.45529e+10	0	0	0	468.75	0	-1.52588e-05	4.87298e+09	2500	0	0	0	3.28474e+10	1.11811e+08	4.06172e+10	0	0	0	2.24273e+10	0	0	0	1.18401e+10	0	0	2.54592e+07	0	8.46831e+10	3.40158e+10	0	0	0	8.46831e+10	3.31868e+10	0	5.15864e+10	0	0	0	625	0	0	0	0	0	
Random436	5.89475e+06	5.71454e+10	0	2.18631e+08	0	0	0	0	6.98123e+09	625	0	0	5.82497e+08	0	9.52494e+08	1.47612e+07	0	5.46764e+08	0	0	20084.7	3.62582e+09	9.94995e+06	4.25746e+07	2.03144e+07	9.13399e+07	6.10866e+09	0	8.54483e+06	409273	0	0	6.20436e+09	1.64872e+07	9.56854e+06	0	7.14117e+08	9.0496e+07	2.18492e+07	9.09542e+07	2.74046e+09	9.0769e+08	0	0	0	3.77559e+08	2.07283e+09	625	1.49179e+10	2.54963e+09	3.30548e+10	0	2.43721e+09	3.03875e+09	0	0	6.04927e+07	9.27685e+08	9.32757e+07	8.32147e+10	2.31217e+08	7.90507e+07	0	0	3.87304e+11	0	2.10522e+06	4.71854e+07	625	1.28412e+09	0	1.05251e+06	0	0	0	20543.9	1.77277e+09	0	1.24354e+07	1.24032e+08	1.0965e+08	3.26455e+09	388960	0	7.62939e-06	0	2.90382e+07	0	625	1.65088e+09	7.8231e+08	0	0	0	8.63108e+07	-9.53674e-07	2.70169e+09	0	0	0	1.9045e+08	0	0	0	6.17071e+08	0	0	1.66022e+07	0	3.43861e+08	3.44578e+07	0	0	0	3.43861e+08	7.9849e+07	0	4.6676e+07	0	0	0	625	0	0	0	0	0	
Random437	1.56614e+07	8.21301e+08	0	1.94476e+08	0	0	0	0	3.35209e+08	625	0	0	3.08587e+08	0	2.77264e+10	4.33594e+08	0	7.66341e+08	0	0	1.22827e+08	2.36724e+08	7.96139e+08	4.61555e+07	600	2.68135e+07	7.79213e+09	0	1.17664e+11	1.78198e+09	0	0	1.06101e+09	1.47822e+08	5.02364e+07	0	2.25808e+10	2.50425e+08	8.36309e+09	3.75323e+08	7.42234e+07	3.67095e+08	0	0	0	6.69632e+08	2.11198e+08	2.89e+06	6.26659e+08	4.75158e+10	123416	0	8.66238e+08	1.31211e+09	0	0	3.85904e+07	2.99658e+09	2.64733e+07	1.28932e+09	3.05583e+09	9.23844e+10	0	0	4.01407e+09	0	4.487e+08	2.6276e+07	625	2.08496e+10	0	2.98367e+08	0	0	0	2.79755e+08	6.12814e+08	0	1.35139e+08	3.18248e+07	3.30643e+09	1.11353e+10	1.94476e+08	0	0	0	468.75	4.65661e-10	625	625	5.17602e+07	0	0	0	8.76514e+08	3.07643e+08	2.20214e+09	0	0	0	4.48884e+08	0	0	0	1.00289e+08	0	0	76562.9	0	3.06589e+09	1.29145e+10	0	4.76837e-07	0	3.15012e+09	2.22064e+09	0	5.07029e+06	0	0	0	6.57356e+07	0	0	0	0	0	
